,set,artist,artist,track,track,track,track,track,track
97986,training,17695,12,2014-01-21 15:12:16,Hip-Hop,[21],5,3383,2577
97987,training,17695,12,2014-01-21 15:12:17,Hip-Hop,[21],1,1673,1490
97988,training,17695,12,2014-01-21 15:12:18,Hip-Hop,[21],3,3524,2807
97989,training,17695,12,2014-01-21 15:12:19,Hip-Hop,[21],1,3788,3444
98025,validation,13052,12,2014-01-23 14:15:48,Rock,"[25, 53, 71]",2,3299,3043
98026,validation,17898,1,2014-01-23 17:20:27,International,"[2, 118]",0,744,501
98028,validation,17898,1,2014-01-23 17:20:29,International,"[2, 118]",2,551,418
98031,validation,17898,1,2014-01-23 17:20:30,International,"[2, 118]",1,714,622
98077,test,17448,7,2014-01-25 06:08:46,Rock,"[25, 109]",4,2967,2537
98202,training,17907,3,2014-01-26 13:41:48,Electronic,"[15, 181, 296]",2,6803,5250
98203,training,17907,3,2014-01-26 13:41:48,Electronic,"[15, 181, 296]",2,7582,5973
98204,training,17907,3,2014-01-26 13:41:50,Electronic,"[15, 181, 296]",1,7947,6191
98205,training,17907,3,2014-01-26 13:41:51,Electronic,"[15, 181, 296]",4,9754,7557
98206,training,17907,3,2014-01-26 13:41:53,Electronic,"[15, 181, 296]",4,13590,11430
98227,training,10484,57,2014-01-27 05:02:30,Electronic,"[240, 297]",28,10438,8446
98228,training,10484,57,2014-01-27 00:02:22,Electronic,"[240, 297]",24,9547,7995
98229,validation,3007,32,2014-01-27 15:40:57,Experimental,[514],3,3317,2410
98235,training,17910,1,2014-01-28 10:18:03,Instrumental,[107],0,2984,1880
98236,training,17910,1,2014-01-28 10:18:03,Instrumental,[107],0,2577,2067
98237,training,17910,1,2014-01-28 10:18:04,Instrumental,[107],0,3440,2643
98238,training,17910,1,2014-01-28 10:18:04,Instrumental,[107],1,4140,3549
98251,training,11423,9,2014-01-28 14:02:10,Rock,"[25, 53, 89]",2,3934,2793
98297,training,17534,4,2014-01-29 16:26:59,Rock,[66],1,3688,3421
98298,test,12974,5,2014-01-30 13:43:28,International,[524],2,3759,3047
98299,test,12974,5,2014-01-30 13:43:30,International,[524],3,3702,3073
98300,test,12974,5,2014-01-30 13:43:30,International,[524],1,5026,4151
98301,test,12974,5,2014-01-30 13:43:31,International,[524],2,6980,6086
98302,test,12974,5,2014-01-30 13:43:31,International,[524],1,16463,15180
98339,training,11103,12,2014-01-30 16:59:48,International,[118],0,567,456
98346,test,17938,2,2014-01-30 17:40:13,International,[118],1,729,501
98348,test,17938,2,2014-01-30 17:40:14,International,[118],0,644,527
98349,test,17938,2,2014-01-30 17:40:16,International,[118],0,1693,1518
98547,validation,12271,55,2014-02-05 15:00:27,Hip-Hop,"[21, 539]",6,6545,5919
98548,validation,12271,55,2014-02-05 15:00:28,Hip-Hop,"[21, 539]",17,5346,4504
98549,validation,12271,55,2014-02-05 15:00:29,Hip-Hop,"[21, 539]",6,2840,2262
98550,validation,12271,55,2014-02-05 15:00:30,Hip-Hop,"[21, 539]",11,3121,2509
98551,validation,12271,55,2014-02-05 15:00:30,Hip-Hop,"[21, 539]",10,3160,2601
98552,validation,12271,55,2014-02-05 15:00:31,Hip-Hop,"[21, 539]",11,4187,3507
98553,validation,12271,55,2014-02-05 15:00:32,Hip-Hop,"[21, 539]",12,3907,3332
98554,validation,12271,55,2014-02-05 15:00:33,Hip-Hop,"[21, 539]",10,4489,3972
98555,validation,12271,55,2014-02-05 15:00:33,Hip-Hop,"[21, 539]",18,7201,6245
98556,validation,12271,55,2014-02-05 15:00:34,Hip-Hop,"[21, 539]",17,6546,5427
98557,validation,12271,55,2014-02-05 15:00:35,Hip-Hop,"[21, 539]",28,10709,8681
98573,training,15196,9,2014-02-05 16:28:43,Hip-Hop,"[21, 539]",8,6369,2570
98574,training,15196,9,2014-02-05 16:28:44,Hip-Hop,"[21, 539]",4,2202,1650
98575,training,15196,9,2014-02-05 16:28:45,Hip-Hop,"[21, 539]",3,3675,2882
98576,training,15196,9,2014-02-05 16:28:45,Hip-Hop,"[21, 539]",3,2469,1875
98577,training,15196,9,2014-02-05 16:28:46,Hip-Hop,"[21, 539]",5,2992,2200
98578,training,15196,9,2014-02-05 16:28:47,Hip-Hop,"[21, 539]",5,2145,1525
98579,training,15196,9,2014-02-05 16:28:48,Hip-Hop,"[21, 539]",7,2581,1903
98580,training,15196,9,2014-02-05 16:28:48,Hip-Hop,"[21, 539]",5,3809,3168
98581,training,15196,9,2014-02-05 16:28:49,Hip-Hop,"[21, 539]",10,4828,3888
98582,training,15196,9,2014-02-05 16:28:50,Hip-Hop,"[21, 539]",4,3581,2789
98583,training,15196,9,2014-02-05 16:28:51,Hip-Hop,"[21, 539]",3,2817,2193
98584,training,15196,9,2014-02-05 16:28:51,Hip-Hop,"[21, 539]",11,7688,6737
98585,training,15196,9,2014-02-05 16:28:53,Hip-Hop,"[21, 539]",3,6285,5592
98613,training,17784,11,2014-02-05 17:19:08,Hip-Hop,"[21, 539]",3,2382,1846
98617,training,17784,11,2014-02-05 17:19:11,Hip-Hop,"[21, 539]",1,1668,1300
98618,training,17784,11,2014-02-05 17:19:13,Hip-Hop,"[21, 539]",3,1637,1287
98619,training,17784,11,2014-02-05 17:53:38,Hip-Hop,"[21, 539]",4,2778,2317
98620,training,17784,11,2014-02-05 17:53:39,Hip-Hop,"[21, 539]",4,1892,1546
98621,training,17784,11,2014-02-05 17:53:40,Hip-Hop,"[21, 539]",2,2018,1679
98622,training,17784,11,2014-02-05 17:53:42,Hip-Hop,"[21, 539]",7,3674,2983
98623,training,17784,11,2014-02-05 17:53:43,Hip-Hop,"[21, 539]",7,3627,3029
98624,training,17784,11,2014-02-05 18:01:54,Hip-Hop,"[21, 539]",4,3389,2741
98625,training,17784,11,2014-02-05 18:01:56,Hip-Hop,"[21, 539]",7,4563,3716
98626,training,17784,11,2014-02-05 18:01:57,Hip-Hop,"[21, 539]",6,3586,3033
98627,training,17784,11,2014-02-05 18:01:58,Hip-Hop,"[21, 539]",3,4189,3561
98628,training,17784,11,2014-02-05 18:01:59,Hip-Hop,"[21, 539]",9,8708,7218
98655,validation,3936,16,2014-02-06 15:50:17,International,[118],2,792,640
98656,validation,3936,16,2014-02-06 15:50:17,International,[118],2,880,735
98657,validation,3936,16,2014-02-06 15:50:19,International,[118],1,667,526
98666,validation,17977,2,2014-02-06 16:43:29,International,"[2, 118]",1,720,578
98667,validation,1836,3,2014-02-06 16:50:55,International,"[2, 102, 118]",0,1552,1275
98668,validation,1836,3,2014-02-06 16:50:55,International,"[2, 102, 118]",0,1428,1208
98669,validation,1836,3,2014-02-06 16:50:56,International,"[2, 102, 118]",1,1800,1591
98670,validation,1836,3,2014-02-06 16:50:56,International,"[2, 102, 118]",1,3324,2768
98671,validation,1836,3,2014-02-06 16:50:58,International,"[2, 102, 118]",1,4094,3354
98680,training,6345,10,2014-02-06 18:13:14,International,"[2, 118]",2,561,449
98681,training,6345,10,2014-02-06 18:13:15,International,"[2, 118]",0,642,523
98701,training,17344,21,2014-02-07 11:29:24,Rock,"[12, 25, 85]",8,4650,3756
98770,training,10484,57,2014-02-09 17:20:00,Electronic,"[240, 297]",13,6308,5386
98838,training,8741,4,2014-02-11 16:05:38,Electronic,[42],2,6085,4790
99041,training,17999,55,2014-02-12 23:02:21,Electronic,"[15, 286, 495]",13,5020,4128
99093,test,16031,18,2014-02-13 12:07:03,Hip-Hop,[21],0,1401,1258
99095,test,16031,18,2014-02-13 12:07:04,Hip-Hop,[21],0,1776,1629
99096,test,16031,18,2014-02-13 12:07:05,Hip-Hop,[21],0,3265,2981
99135,training,18011,3,2014-02-13 17:54:20,Electronic,[296],2,7617,7142
99214,training,13424,14,2014-02-15 16:24:27,Experimental,"[38, 41]",3,2022,1578
99260,training,16183,3,2014-02-16 21:11:52,Rock,[25],9,11287,8248
99261,training,10484,57,2014-02-16 17:45:37,Electronic,"[240, 297]",18,9213,7852
99274,training,17843,0,2014-02-18 12:01:46,Experimental,"[38, 250, 514]",0,1635,1273
99311,training,18018,3,2014-02-18 17:47:58,Electronic,"[15, 183, 495]",1,4771,4281
99313,training,18018,3,2014-02-18 18:08:32,Electronic,"[15, 183, 495]",6,5467,4550
99345,training,16689,19,2014-02-20 03:39:40,Rock,"[31, 66]",22,9739,7109
99361,training,18022,2,2014-02-20 13:55:03,International,"[2, 118]",0,561,451
99362,training,18022,2,2014-02-20 13:55:03,International,"[2, 118]",0,655,553
99363,training,18022,2,2014-02-20 13:55:05,International,"[2, 118]",0,874,748
99364,training,18022,2,2014-02-20 13:55:06,International,"[2, 118]",1,1365,1207
99368,training,18023,1,2014-02-20 15:50:22,International,"[2, 118]",2,1018,816
99369,training,18023,1,2014-02-20 15:50:23,International,"[2, 118]",1,652,523
99370,training,18023,1,2014-02-20 15:50:24,International,"[2, 118]",2,677,537
99371,training,18023,1,2014-02-20 15:50:24,International,"[2, 118]",1,575,457
99372,training,18023,1,2014-02-20 15:50:26,International,"[2, 118]",1,803,654
99373,training,18023,1,2014-02-20 15:50:26,International,"[2, 118]",1,806,678
99374,training,18023,1,2014-02-20 15:50:27,International,"[2, 118]",2,856,711
99375,training,18023,1,2014-02-20 15:50:28,International,"[2, 118]",1,993,862
99389,training,18025,5,2014-02-20 16:49:19,International,"[2, 130]",1,3708,976
99390,training,18025,5,2014-02-20 16:49:20,International,"[2, 130]",1,1010,829
99391,training,18025,5,2014-02-20 16:49:20,International,"[2, 130]",1,877,710
99392,training,18025,5,2014-02-20 16:49:22,International,"[2, 130]",1,908,736
99393,training,18025,5,2014-02-20 16:49:22,International,"[2, 130]",1,2744,2512
99394,training,18025,5,2014-02-20 16:49:24,International,"[2, 130]",2,1356,1152
99395,training,18025,5,2014-02-20 16:49:25,International,"[2, 130]",2,2722,2480
99411,training,18027,5,2014-02-20 17:35:54,Rock,"[85, 89]",5,7770,3192
99419,training,18027,5,2014-02-20 17:36:01,Rock,"[85, 89]",1,2653,2457
99436,training,17172,17,2014-02-20 18:21:13,Rock,"[85, 404]",4,4148,3439
99437,training,17172,17,2014-02-20 18:21:13,Rock,"[85, 404]",7,7129,6178
99438,training,17172,17,2014-02-20 18:21:15,Rock,"[85, 404]",4,4101,3616
99439,training,17172,17,2014-02-20 18:21:16,Rock,"[85, 404]",3,4746,4386
99440,training,17172,17,2014-02-20 18:21:16,Rock,"[85, 404]",2,6070,5709
99441,training,17172,17,2014-02-20 18:21:17,Rock,"[85, 404]",12,8337,7531
99442,training,17172,17,2014-02-20 18:21:18,Rock,"[85, 404]",22,13596,12034
99501,training,17695,12,2014-02-24 08:56:43,Hip-Hop,[21],0,2827,2677
99703,training,18063,0,2014-02-27 14:25:13,Electronic,"[15, 181, 296]",3,9619,7658
99704,training,18063,0,2014-02-27 14:26:18,Electronic,"[15, 181, 296]",1,9555,7648
99707,training,18063,0,2014-02-27 14:38:21,Electronic,"[15, 181, 296]",7,16675,14423
100478,training,13450,2,2014-03-02 14:20:16,Hip-Hop,[21],1,1932,1845
100479,training,13450,2,2014-03-02 14:20:17,Hip-Hop,[21],1,1915,1818
100480,training,13450,2,2014-03-02 14:20:18,Hip-Hop,[21],1,3472,3136
100497,training,10484,57,2014-03-02 17:42:42,Electronic,"[240, 297]",18,7815,6720
100522,validation,18136,1,2014-03-04 06:34:09,Electronic,"[15, 337]",17,14685,11108
100535,training,12787,41,2014-03-04 17:46:12,Electronic,[15],15,5812,5162
100536,training,12787,41,2014-03-04 17:46:12,Electronic,[15],13,4827,4228
100544,training,17128,8,2014-03-06 07:10:48,Electronic,"[15, 42, 184]",0,5432,4752
100549,training,17128,8,2014-03-06 07:11:34,Electronic,"[15, 42, 184]",2,7821,6751
100550,training,17128,8,2014-03-06 07:11:34,Electronic,"[15, 42, 184]",2,5489,4742
100552,training,17128,8,2014-03-06 07:13:07,Electronic,"[15, 42, 184]",5,10962,9572
100745,training,10484,57,2014-03-10 10:55:58,Electronic,"[240, 297]",15,8512,7167
100799,training,18153,4,2014-03-11 10:41:24,Rock,"[88, 89]",0,3076,2725
100802,training,18153,4,2014-03-11 11:01:26,Rock,"[88, 89]",3,5638,5242
100835,training,17965,3,2014-03-11 13:54:50,Electronic,"[15, 42, 236]",2,14564,12262
100949,training,18156,6,2014-03-11 16:13:37,Hip-Hop,[21],2,1531,1445
100958,training,18156,6,2014-03-11 16:20:14,Hip-Hop,[21],2,2661,2576
100959,training,18156,6,2014-03-11 16:20:14,Hip-Hop,[21],4,5031,4922
100972,training,14048,12,2014-03-12 09:16:45,Electronic,"[15, 468]",15,18641,14605
100973,training,14048,12,2014-03-12 09:16:45,Electronic,"[15, 468]",16,19611,16078
100975,training,14048,12,2014-03-12 09:16:47,Electronic,"[15, 468]",13,18201,15851
100976,training,14048,12,2014-03-12 09:17:39,Electronic,"[15, 468]",41,32776,24944
101111,training,18167,2,2014-03-13 14:56:47,International,"[79, 502]",4,5299,2397
101112,training,18167,2,2014-03-13 14:56:47,International,"[79, 502]",3,4730,2124
101116,training,18167,2,2014-03-13 14:58:37,International,"[79, 502]",5,5008,2942
101118,training,18167,2,2014-03-13 14:59:35,International,"[79, 502]",2,7541,3024
101119,training,18167,2,2014-03-13 15:00:04,International,"[79, 502]",8,8297,4311
101864,training,17238,0,2014-03-20 10:46:42,Experimental,"[32, 41, 514]",1,1365,1098
101868,training,17238,0,2014-03-20 10:46:45,Experimental,"[32, 41, 514]",0,2058,1433
101873,training,17238,0,2014-03-20 11:42:13,Experimental,"[32, 41, 514]",1,2122,1716
101893,training,17238,0,2014-03-20 13:04:18,Experimental,"[1, 247, 514]",1,3408,3028
101951,test,18238,0,2014-03-20 17:48:36,Rock,"[25, 85]",0,3260,3039
102092,training,18141,3,2014-03-23 13:36:07,Experimental,"[38, 224]",1,1470,1111
102112,validation,18244,4,2014-03-23 21:56:42,Experimental,"[22, 32, 38]",1,1102,977
102114,validation,18244,4,2014-03-23 21:56:43,Experimental,"[22, 32, 38]",1,1247,1085
102195,training,18163,9,2014-03-26 11:36:34,Rock,"[58, 113]",8,3499,3066
103518,test,18286,10,2014-04-11 18:02:31,Instrumental,[18],6,9411,6143
103519,test,18286,10,2014-04-11 18:02:31,Instrumental,[18],10,9624,6226
103520,test,18286,10,2014-04-11 18:02:32,Instrumental,[18],10,13328,9493
103521,test,18286,10,2014-04-11 18:02:33,Instrumental,[18],12,15452,10612
103522,test,18286,10,2014-04-11 18:02:34,Instrumental,[18],12,14297,9756
103523,test,18286,10,2014-04-11 18:02:34,Instrumental,[18],14,17771,13614
103600,training,10484,57,2014-04-14 02:56:30,Electronic,"[240, 297]",14,6908,5651
103800,training,18156,6,2014-04-15 10:46:48,Hip-Hop,[21],3,2095,1699
103808,training,18156,6,2014-04-15 11:03:58,Hip-Hop,[21],2,2150,1884
104008,training,18276,3,2014-04-16 12:59:20,Folk,"[17, 103]",2,2167,1740
104009,training,18276,3,2014-04-16 12:59:21,Folk,"[17, 103]",1,2016,1767
104010,training,18276,3,2014-04-16 12:59:21,Folk,"[17, 103]",1,2639,2294
104062,training,18387,1,2014-04-17 12:00:04,Rock,"[12, 70]",1,3338,2815
104063,training,18387,1,2014-04-17 12:00:04,Rock,"[12, 70]",0,2923,2544
104064,training,18248,4,2014-04-17 12:05:26,Pop,[10],1,1829,1382
104065,training,18248,4,2014-04-17 12:05:26,Pop,[10],0,1002,821
104066,training,18248,4,2014-04-17 12:05:28,Pop,[10],3,1201,963
104067,training,18248,4,2014-04-17 12:05:30,Pop,[10],1,1401,1159
104068,training,18248,4,2014-04-17 12:05:31,Pop,[10],0,2182,1908
104086,training,3841,6,2014-04-17 13:07:41,Rock,"[12, 66]",5,3687,3274
104227,validation,18401,5,2014-04-21 15:00:13,Rock,[85],8,5034,4288
104276,training,18289,8,2014-04-23 22:07:29,Electronic,"[15, 297, 468]",9,10512,7722
104277,training,18289,8,2014-04-23 22:07:30,Electronic,"[15, 297, 468]",5,6660,5160
104278,training,18289,8,2014-04-23 22:07:30,Electronic,"[15, 297, 468]",3,8492,6909
104279,training,18289,8,2014-04-23 22:07:32,Electronic,"[15, 297, 468]",3,11978,9895
104282,training,18405,7,2014-04-24 10:08:04,Electronic,"[15, 184, 296]",4,8015,6531
104283,training,18405,7,2014-04-24 10:08:05,Electronic,"[15, 184, 296]",14,10635,8400
104284,training,18405,7,2014-04-24 10:08:05,Electronic,"[15, 184, 296]",17,17987,14440
104356,training,18408,0,2014-04-24 14:48:32,Folk,[17],0,1309,1061
104357,training,18408,0,2014-04-24 14:48:32,Folk,[17],0,1417,1131
104434,test,15508,2,2014-04-26 12:01:20,Experimental,[38],1,1572,1162
104625,training,18433,1,2014-04-30 22:27:40,Experimental,"[38, 47, 247]",2,1278,1037
104668,validation,18195,0,2014-05-02 11:59:56,Rock,[89],2,3911,3299
104724,training,13528,10,2014-05-04 10:27:29,Experimental,"[1, 38, 250]",1,1694,1390
104725,training,13528,10,2014-05-04 10:27:29,Experimental,"[1, 38, 250]",2,1213,884
104779,validation,16993,5,2014-05-04 20:00:49,Pop,[76],1,2719,1886
104780,validation,16993,5,2014-05-04 20:02:05,Pop,[76],2,2650,1719
105022,training,18403,1,2014-05-08 04:09:54,Experimental,"[32, 38, 250]",0,1159,871
105119,training,18485,5,2014-05-08 14:06:44,Rock,"[12, 25, 111]",2,3324,2894
105141,test,11578,5,2014-05-10 09:07:12,Rock,"[12, 31, 70]",3,6076,4566
105142,training,18490,0,2014-05-10 09:07:14,Rock,"[12, 31, 70]",0,3707,2960
105144,test,11578,5,2014-05-10 09:07:15,Rock,"[12, 31, 70]",0,4267,3468
105145,training,16670,1,2014-05-10 09:07:15,Rock,"[12, 31, 70]",2,7446,5933
105196,training,18523,0,2014-05-13 15:05:13,Folk,[94],0,1518,1392
105408,training,15990,9,2014-05-18 20:24:21,Electronic,"[183, 337, 695]",9,5520,4486
105411,training,15990,9,2014-05-18 20:24:24,Electronic,"[183, 337, 695]",9,5864,4684
105412,training,15990,9,2014-05-18 20:24:24,Electronic,"[183, 337, 695]",5,6367,5308
105413,training,15990,9,2014-05-18 20:24:25,Electronic,"[183, 337, 695]",6,9695,8093
105414,training,15990,9,2014-05-18 20:24:26,Electronic,"[183, 337, 695]",6,15950,13548
105443,training,18538,0,2014-05-18 22:06:33,Hip-Hop,[21],2,2294,1762
105450,training,17695,12,2014-05-18 22:06:41,Hip-Hop,[21],0,1425,1214
105451,training,3226,6,2014-05-18 22:06:43,Hip-Hop,[21],0,1695,1471
105662,training,17892,11,2014-05-22 13:53:35,Electronic,"[15, 286, 400]",6,6156,4076
105664,training,17892,11,2014-05-22 13:53:36,Electronic,"[15, 286, 400]",4,5820,4025
105670,training,17892,11,2014-05-22 13:53:41,Electronic,"[15, 286, 400]",9,7818,4984
105671,training,17892,11,2014-05-22 13:53:42,Electronic,"[15, 286, 400]",8,6170,4128
105672,training,17892,11,2014-05-22 13:53:42,Electronic,"[15, 286, 400]",8,9692,7565
105673,training,18569,0,2014-05-22 13:53:43,Electronic,"[15, 286, 400]",11,9219,6928
105674,training,17892,11,2014-05-22 13:53:43,Electronic,"[15, 286, 400]",9,13821,11745
105682,training,17080,3,2014-05-22 14:43:17,Rock,"[66, 89]",4,2983,2259
105683,training,18571,0,2014-05-22 15:18:29,Hip-Hop,[539],0,5010,4544
105685,training,18571,0,2014-05-22 15:23:02,Hip-Hop,[539],0,5544,5065
105712,training,18573,1,2014-05-22 17:24:48,Folk,[17],2,1655,1275
105713,training,18573,1,2014-05-22 17:24:49,Folk,[17],3,4515,1738
105714,training,18573,1,2014-05-22 17:24:49,Folk,[17],1,1126,927
105715,training,18573,1,2014-05-22 17:24:50,Folk,[17],2,980,782
105716,training,18573,1,2014-05-22 17:24:51,Folk,[17],1,906,741
105717,training,18573,1,2014-05-22 17:24:52,Folk,[17],1,1361,1149
105718,training,18573,1,2014-05-22 17:24:52,Folk,[17],2,2130,1797
105719,training,18574,0,2014-05-22 19:25:17,Experimental,"[32, 47]",0,1302,1026
105720,training,18574,0,2014-05-22 19:25:19,Experimental,"[32, 47]",1,5464,2539
105722,training,18574,0,2014-05-22 19:25:20,Experimental,"[32, 47]",1,1204,945
105824,training,18584,3,2014-05-25 09:57:48,Hip-Hop,"[21, 100]",2,3649,2533
105825,training,18584,3,2014-05-25 09:57:48,Hip-Hop,"[21, 100]",1,3620,2699
105826,training,18584,3,2014-05-25 09:57:49,Hip-Hop,"[21, 100]",3,3539,2811
105827,training,18584,3,2014-05-25 09:57:51,Hip-Hop,"[21, 100]",6,5000,4225
105887,training,18589,0,2014-05-27 14:22:51,Folk,"[17, 103]",1,1255,1032
105890,training,18589,0,2014-05-27 14:22:54,Folk,"[17, 103]",5,1233,1022
105912,training,18590,3,2014-05-27 16:18:03,Rock,"[12, 89, 111]",0,2902,2542
105914,training,18592,2,2014-05-27 17:37:16,Folk,"[17, 103]",2,2252,1862
105915,training,18592,2,2014-05-27 17:37:17,Folk,"[17, 103]",1,830,675
105916,training,18592,2,2014-05-27 17:37:18,Folk,"[17, 103]",1,829,709
105917,training,18592,2,2014-05-27 17:37:19,Folk,"[17, 103]",1,843,670
105918,training,18592,2,2014-05-27 17:37:19,Folk,"[17, 103]",2,1308,1119
105919,training,18592,2,2014-05-27 17:37:20,Folk,"[17, 103]",3,1055,844
105920,training,18592,2,2014-05-27 17:37:20,Folk,"[17, 103]",1,1945,1734
106274,training,18641,4,2014-06-02 11:38:03,Rock,"[66, 89]",2,8437,6620
106277,training,18641,4,2014-06-02 11:38:17,Rock,"[66, 89]",5,7669,6224
106339,training,18649,4,2014-06-05 12:20:06,Folk,"[17, 103]",2,1398,1002
106342,training,18649,4,2014-06-05 12:20:07,Folk,"[17, 103]",4,2451,2012
106343,training,18649,4,2014-06-05 12:20:09,Folk,"[17, 103]",3,1025,776
106456,training,18661,3,2014-06-09 11:56:07,Folk,[94],1,1358,1068
106457,training,18661,3,2014-06-09 11:56:19,Folk,[94],4,1032,740
106458,training,18661,3,2014-06-09 11:56:29,Folk,[94],2,1882,1410
106463,training,18665,0,2014-06-09 12:59:26,Rock,[111],1,2946,2379
106465,training,18665,0,2014-06-09 12:59:28,Rock,[111],0,3503,3131
106502,training,18673,35,2014-06-11 23:19:39,Instrumental,[107],63,27726,22991
106522,training,18278,2,2014-06-13 12:12:17,Experimental,[38],0,1484,1097
106562,training,18269,88,2014-06-13 14:07:46,Rock,"[12, 314, 404]",16,7504,6166
106563,training,18269,88,2014-06-13 10:08:10,Rock,"[12, 314, 404]",3,3643,3039
106564,training,18269,88,2014-06-13 14:08:40,Rock,"[12, 314, 404]",13,7728,5962
106566,training,18269,88,2014-06-13 14:09:35,Rock,"[12, 314, 404]",37,14002,10864
106567,training,18269,88,2014-06-13 10:10:03,Rock,"[12, 314, 404]",3,3424,2895
106568,training,18269,88,2014-06-13 14:10:24,Rock,"[12, 314, 404]",38,12261,9520
106569,training,18269,88,2014-06-13 14:10:50,Rock,"[12, 314, 404]",16,10942,9111
106570,training,18269,88,2014-06-13 14:11:19,Rock,"[12, 314, 404]",9,10716,9222
106571,training,18269,88,2014-06-13 14:11:45,Rock,"[12, 314, 404]",20,19233,16890
106629,test,18680,3,2014-06-16 14:12:15,Instrumental,[107],3,3379,2673
106872,test,17370,26,2014-06-20 10:11:54,Rock,"[12, 66, 111]",6,3533,2194
106876,test,17370,26,2014-06-20 10:11:58,Rock,"[12, 66, 111]",2,4087,3163
106877,test,17370,26,2014-06-20 06:12:27,Rock,"[12, 66, 111]",7,5187,3913
106937,training,18704,3,2014-06-24 12:22:13,Folk,"[17, 103]",1,1411,1242
106948,validation,18706,1,2014-06-24 15:27:22,Rock,"[25, 66, 111]",1,4065,3740
106951,validation,18706,1,2014-06-24 15:27:24,Rock,"[25, 66, 111]",0,2949,2475
106952,validation,18706,1,2014-06-24 15:27:26,Rock,"[25, 66, 111]",1,5070,4519
106953,training,13017,4,2014-06-24 16:50:14,Rock,"[31, 167]",0,3508,2535
106954,training,13017,4,2014-06-24 16:50:16,Rock,"[31, 167]",1,3184,2340
106955,training,13017,4,2014-06-24 16:50:16,Rock,"[31, 167]",0,4911,3797
106956,training,13017,4,2014-06-24 16:50:18,Rock,"[31, 167]",1,10348,8232
107020,training,12085,38,2014-07-01 12:46:24,Hip-Hop,[21],4,4628,2426
107021,training,12085,38,2014-07-01 12:46:25,Hip-Hop,[21],5,2022,1405
107025,training,12085,38,2014-07-01 12:46:28,Hip-Hop,[21],7,6037,2953
107027,training,12085,38,2014-07-01 12:46:30,Hip-Hop,[21],7,4545,2151
107028,training,12085,38,2014-07-01 12:46:31,Hip-Hop,[21],1,1888,1201
107029,training,12085,38,2014-07-01 12:46:32,Hip-Hop,[21],8,4925,2410
107030,training,12085,38,2014-07-01 12:46:33,Hip-Hop,[21],9,4011,3148
107031,training,12085,38,2014-07-01 12:46:33,Hip-Hop,[21],5,3145,2223
107046,validation,18725,1,2014-07-03 03:01:42,Pop,[10],0,918,598
107047,validation,18725,1,2014-07-03 03:01:49,Pop,[10],0,919,595
107048,validation,18725,1,2014-07-03 03:01:55,Pop,[10],0,760,539
107049,validation,18725,1,2014-07-03 03:01:56,Pop,[10],2,1331,1094
107050,validation,18725,1,2014-07-03 03:01:57,Pop,[10],1,1333,1099
107101,training,18730,4,2014-07-05 08:56:01,Rock,"[25, 85]",4,6023,3816
107125,training,18732,9,2014-07-06 15:28:22,Electronic,"[286, 468]",1,6887,5411
107126,training,18732,9,2014-07-06 15:28:23,Electronic,"[286, 468]",1,6197,4821
107127,training,18732,9,2014-07-06 15:28:23,Electronic,"[286, 468]",2,10151,8239
107128,training,18732,9,2014-07-06 15:28:24,Electronic,"[286, 468]",2,13932,10684
107129,training,18732,9,2014-07-06 15:28:24,Electronic,"[286, 468]",9,20891,16375
107178,training,18736,6,2014-07-09 18:33:53,International,[79],5,6761,3437
107179,training,18737,1,2014-07-09 18:33:54,International,[79],1,4153,1539
107180,training,18736,6,2014-07-09 18:33:54,International,[79],0,1516,825
107181,training,18736,6,2014-07-09 18:33:55,International,[79],1,1750,1168
107182,training,18738,0,2014-07-09 18:33:57,International,[79],5,2367,1560
107183,training,18736,6,2014-07-09 18:33:57,International,[79],1,1884,1240
107184,training,18736,6,2014-07-09 18:33:58,International,[79],0,1472,962
107185,training,18739,0,2014-07-09 18:33:58,International,[79],1,1207,565
107186,training,18736,6,2014-07-09 18:34:00,International,[79],1,1220,670
107187,training,18736,6,2014-07-09 18:34:00,International,[79],3,2633,1868
107188,training,18736,6,2014-07-09 18:34:01,International,[79],2,2015,1324
107189,training,18736,6,2014-07-09 18:34:02,International,[79],2,2270,1494
107248,training,18747,2,2014-07-11 16:18:48,International,"[2, 130, 741]",2,4009,1446
107249,training,18747,2,2014-07-11 16:18:49,International,"[2, 130, 741]",4,3080,2634
107250,training,18747,2,2014-07-11 16:18:50,International,"[2, 130, 741]",1,1842,1431
107251,training,18747,2,2014-07-11 16:18:51,International,"[2, 130, 741]",1,2193,1738
107256,training,18747,2,2014-07-11 16:23:58,International,"[2, 130, 741]",3,2895,2448
107257,training,18747,2,2014-07-11 16:24:00,International,"[2, 130, 741]",1,4593,4108
107388,training,18754,0,2014-07-19 07:47:37,Rock,"[101, 109]",4,3319,2354
107389,training,18754,0,2014-07-19 07:47:38,Rock,"[101, 109]",4,3210,2409
107390,training,18754,0,2014-07-19 07:47:38,Rock,"[101, 109]",5,4430,3264
107391,training,18754,0,2014-07-19 03:48:35,Rock,"[101, 109]",12,8201,6361
107425,training,18761,27,2014-07-20 22:27:01,Electronic,"[15, 182, 240]",13,11985,5917
107426,training,18761,27,2014-07-20 22:27:02,Electronic,"[15, 182, 240]",8,5871,5026
107427,training,18761,27,2014-07-20 22:27:03,Electronic,"[15, 182, 240]",12,7205,5946
